ndc11,brand_name,strength,route,labeler_name
66412076103,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
66412076104,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
66412076106,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
66412076107,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
66412076108,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
66412076109,,TIOTROPIUM BROMIDE MONOHYDRATE 1 kg/kg,,VAMSI LABS LIMITED.
67651033700,,"ACETAMINOPHEN 325 mg/1, BENZHYDROCODONE HYDROCHLORIDE 4.08 mg/1",,Patheon Pharmaceuticals Inc.
10702018350,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/5mL,ORAL,"KVK-Tech, Inc."
10702018501,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702018510,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702018550,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702019101,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,"KVK-Tech, Inc."
10702019103,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,"KVK-Tech, Inc."
10702019110,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,"KVK-Tech, Inc."
10702019150,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,"KVK-Tech, Inc."
10702023850,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/5mL, OXYCODONE HYDROCHLORIDE 5 mg/5mL",ORAL,"KVK-Tech, Inc."
71901060101,,TRAMADOL HYDROCHLORIDE 25 kg/25kg,,EMNAR PHARMA PRIVATE LIMITED
13107002001,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107002005,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107002030,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107002099,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107010701,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010705,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010720,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010799,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010801,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010805,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010820,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010899,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,"Aurolife Pharma, LLC"
13811070310,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 16 mg/1,ORAL,"Trigen Laboratories, LLC"
16729055010,BUPRENORPHINE HYDROCHLORIDE and NALOXONE HYDROCHLORIDE DIHYDRATE,"BUPRENORPHINE HYDROCHLORIDE 8 mg/1, NALOXONE HYDROCHLORIDE DIHYDRATE 2 mg/1",SUBLINGUAL,"Accord Healthcare, Inc"
17856006501,Promethazine Hydrochloride and Codeine Phosphate,"CODEINE PHOSPHATE 10 mg/5mL, PROMETHAZINE HYDROCHLORIDE 6.25 mg/5mL",ORAL,ATLANTIC BIOLOGICALS CORP.
17856006502,Promethazine Hydrochloride and Codeine Phosphate,"CODEINE PHOSPHATE 10 mg/5mL, PROMETHAZINE HYDROCHLORIDE 6.25 mg/5mL",ORAL,ATLANTIC BIOLOGICALS CORP.
00093365740,Buprenorphine,BUPRENORPHINE 10 ug/h,TRANSDERMAL,"Teva Pharmaceuticals USA, Inc."
00093786865,Fentanyl Citrate,FENTANYL CITRATE 800 ug/1,"ORAL, TRANSMUCOSAL","Teva Pharmaceuticals USA, Inc."
24510011601,Nucynta ER,TAPENTADOL HYDROCHLORIDE 100 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
24510011660,Nucynta ER,TAPENTADOL HYDROCHLORIDE 100 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
27505000605,ONAPGO,APOMORPHINE HYDROCHLORIDE 4.9 mg/mL,SUBCUTANEOUS,"MDD US Operations, LLC, a subsidiary of Supernus Pharmaceuticals, Inc"
00115128201,Morphine Sulfate,MORPHINE SULFATE 100 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115128203,Morphine Sulfate,MORPHINE SULFATE 100 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115128208,Morphine Sulfate,MORPHINE SULFATE 100 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
03215152404,Buprenorphine,BUPRENORPHINE 15 ug/h,TRANSDERMAL,Aveva Drug Delivery Systems Inc.
00121103640,Hydrocodone Bitartrate and Homatropine Methylbromide,"HOMATROPINE METHYLBROMIDE 1.5 mg/5mL, HYDROCODONE BITARTRATE 5 mg/5mL",ORAL,"PAI Holdings, LLC dba PAI Pharma"
37662109701,Europium Metallicum,EUROPIUM 500 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109702,Europium Metallicum,EUROPIUM 500 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109703,Europium Metallicum,EUROPIUM 500 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109704,Europium Metallicum,EUROPIUM 500 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
40032081005,Hydrocodone Bitartrate and Homatropine Methylbromide,"HOMATROPINE METHYLBROMIDE 1.5 mg/5mL, HYDROCODONE BITARTRATE 5 mg/5mL",ORAL,"Novel Laboratories, Inc."
42806000901,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 20 mg/1,ORAL,"Epic Pharma, LLC"
42806005001,Meperidine Hydrochloride,MEPERIDINE HYDROCHLORIDE 50 mg/1,ORAL,"EPIC PHARMA, LLC"
42806005030,Meperidine Hydrochloride,MEPERIDINE HYDROCHLORIDE 50 mg/1,ORAL,"EPIC PHARMA, LLC"
42806011201,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Epic Pharma, LLC"
42806033001,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 5 mg/1,ORAL,"Epic Pharma, LLC"
42858033801,Dilaudid,HYDROMORPHONE HYDROCHLORIDE 8 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
43386049301,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386049305,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386092060,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 20 mg/mL,ORAL,"Lupin Pharmaceuticals, Inc."
43602019831,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 100 mg/5mL,ORAL,Ascent Pharmaceuticals Inc
43602019850,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 100 mg/5mL,ORAL,Ascent Pharmaceuticals Inc
43602026905,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 32 mg/1,ORAL,"Ascent Pharmaceuticals, Inc."
43602026930,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 32 mg/1,ORAL,"Ascent Pharmaceuticals, Inc."
43857059601,Neurotox,"ALUMINUM 12 [hp_X]/mL, AMANITA MUSCARIA FRUITING BODY 12 [hp_X]/mL, ANTIMONY TRISULFIDE 12 [hp_X]/mL, ARSENIC TRIOXIDE 12 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BORON 12 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CADMIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CESIUM CHLORIDE 12 [hp_X]/mL, CHROMIUM 12 [hp_X]/mL, CITHARACANTHUS SPINICRUS 30 [hp_X]/mL, CLOSTRIDIUM BOTULINUM 30 [hp_X]/mL, CLOSTRIDIUM PERFRINGENS 15 [hp_C]/mL, COBALT 12 [hp_X]/mL, CONIUM MACULATUM FLOWERING TOP 12 [hp_X]/mL, COPPER 12 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, ESCHERICHIA COLI 30 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GELSEMIUM SEMPERVIRENS ROOT 30 [hp_X]/mL, GERMANIUM SESQUIOXIDE 12 [hp_X]/mL, GOLD 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, HUMAN HERPESVIRUS 4 30 [hp_C]/mL, INDIUM 12 [hp_X]/mL, INFLUENZA A VIRUS A/GUANGDONG-MAONAN/SWL1536/2019 CNIC-1909 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA A VIRUS A/HONG KONG/2671/2019 IVR-208 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA B VIRUS B/WASHINGTON/02/2019 ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, IRON 12 [hp_X]/mL, LANTHANUM 14 [hp_C]/mL, LATRODECTUS MACTANS 30 [hp_X]/mL, LEAD 12 [hp_X]/mL, LITHIUM CARBONATE 12 [hp_X]/mL, LYCOPODIUM CLAVATUM SPORE 12 [hp_X]/mL, MAGNESIUM 12 [hp_X]/mL, MANGANESE 12 [hp_X]/mL, MEASLES VIRUS 30 [hp_X]/mL, MERCURIUS SOLUBILIS 12 [hp_X]/mL, MOLYBDENUM 12 [hp_X]/mL, NEODYMIUM OXIDE 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NIOBIUM 30 [hp_C]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHOSPHORUS 12 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, POLIOVIRUS 30 [hp_C]/mL, PRASEODYMIUM 12 [hp_X]/mL, PROTEUS MORGANII 30 [hp_X]/mL, PROTEUS VULGARIS 30 [hp_X]/mL, PROTORTONIA CACTI 12 [hp_X]/mL, PSEUDOMONAS AERUGINOSA 30 [hp_X]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM NITRITE 12 [hp_X]/mL, SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHI 33 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SELENIUM 12 [hp_X]/mL, SILVER 12 [hp_X]/mL, STRONTIUM CARBONATE 12 [hp_X]/mL, TANTALUM 30 [hp_C]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, TIN 12 [hp_X]/mL, TOXICODENDRON PUBESCENS LEAF 30 [hp_X]/mL, URANYL NITRATE HEXAHYDRATE 12 [hp_X]/mL, VANADIUM 12 [hp_X]/mL, YTTERBIUM OXIDE 12 [hp_X]/mL, ZINC 12 [hp_X]/mL",ORAL,"BioActive Nutritional, Inc."
43857061501,Neurotox,"ALUMINUM 12 [hp_X]/mL, AMANITA MUSCARIA FRUITING BODY 12 [hp_X]/mL, ANTIMONY TRISULFIDE 12 [hp_X]/mL, ARSENIC TRIOXIDE 12 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BORON 12 [hp_X]/mL, BOTULINUM TOXIN TYPE A 30 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CADMIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CESIUM CHLORIDE 12 [hp_X]/mL, CHROMIUM 12 [hp_X]/mL, CITHARACANTHUS SPINICRUS 30 [hp_X]/mL, CLOSTRIDIUM PERFRINGENS 15 [hp_C]/mL, COBALT 12 [hp_X]/mL, CONIUM MACULATUM FLOWERING TOP 12 [hp_X]/mL, COPPER 12 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, ESCHERICHIA COLI 30 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GELSEMIUM SEMPERVIRENS ROOT 30 [hp_X]/mL, GERMANIUM SESQUIOXIDE 12 [hp_X]/mL, GOLD 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, HUMAN HERPESVIRUS 4 30 [hp_C]/mL, INDIUM 12 [hp_X]/mL, INFLUENZA A VIRUS A/GUANGDONG-MAONAN/SWL1536/2019 CNIC-1909 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA A VIRUS A/HONG KONG/2671/2019 IVR-208 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, INFLUENZA B VIRUS B/WASHINGTON/02/2019 ANTIGEN (FORMALDEHYDE INACTIVATED) 30 [hp_X]/mL, IRON 12 [hp_X]/mL, LANTHANUM 14 [hp_C]/mL, LATRODECTUS MACTANS 30 [hp_X]/mL, LEAD 12 [hp_X]/mL, LITHIUM CARBONATE 12 [hp_X]/mL, LYCOPODIUM CLAVATUM SPORE 12 [hp_X]/mL, MAGNESIUM 12 [hp_X]/mL, MANGANESE 12 [hp_X]/mL, MEASLES VIRUS 30 [hp_X]/mL, MERCURIUS SOLUBILIS 12 [hp_X]/mL, MOLYBDENUM 12 [hp_X]/mL, NEODYMIUM OXIDE 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NIOBIUM 30 [hp_C]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHOSPHORUS 12 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, POLIOVIRUS 30 [hp_C]/mL, PRASEODYMIUM 12 [hp_X]/mL, PROTEUS MORGANII 30 [hp_X]/mL, PROTEUS VULGARIS 30 [hp_X]/mL, PROTORTONIA CACTI 12 [hp_X]/mL, PSEUDOMONAS AERUGINOSA 30 [hp_X]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM NITRITE 12 [hp_X]/mL, SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHI 33 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SELENIUM 12 [hp_X]/mL, SILVER 12 [hp_X]/mL, STRONTIUM CARBONATE 12 [hp_X]/mL, TANTALUM 30 [hp_C]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, TIN 12 [hp_X]/mL, TOXICODENDRON PUBESCENS LEAF 30 [hp_X]/mL, URANYL NITRATE HEXAHYDRATE 12 [hp_X]/mL, VANADIUM 12 [hp_X]/mL, YTTERBIUM OXIDE 12 [hp_X]/mL, ZINC 12 [hp_X]/mL",ORAL,"BioActive Nutritional, Inc."
43857061701,Metalogin,"ALUMINUM 12 [hp_X]/mL, ANTIMONY TRISULFIDE 12 [hp_X]/mL, ARCTIUM LAPPA ROOT 3 [hp_X]/mL, ARSENIC TRIOXIDE 12 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERBERIS VULGARIS ROOT BARK 3 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BORON 12 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CADMIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CESIUM CHLORIDE 12 [hp_X]/mL, CHROMIUM 12 [hp_X]/mL, COBALT 12 [hp_X]/mL, COPPER 12 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, FRANGULA ALNUS BARK 3 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GARLIC 3 [hp_X]/mL, GERMANIUM SESQUIOXIDE 12 [hp_X]/mL, GLYCYRRHIZA GLABRA 3 [hp_X]/mL, GOLD 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, INDIUM 12 [hp_X]/mL, IRON 12 [hp_X]/mL, LANTHANUM 14 [hp_C]/mL, LEAD 12 [hp_X]/mL, LITHIUM CARBONATE 12 [hp_X]/mL, LYCOPODIUM CLAVATUM SPORE 12 [hp_X]/mL, MAGNESIUM 12 [hp_X]/mL, MANGANESE 12 [hp_X]/mL, MERCURIUS SOLUBILIS 12 [hp_X]/mL, METHIONINE 6 [hp_X]/mL, MOLYBDENUM 12 [hp_X]/mL, NEODYMIUM OXIDE 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NIOBIUM 30 [hp_C]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHYTOLACCA AMERICANA ROOT 4 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, PRASEODYMIUM 12 [hp_X]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM NITRITE 12 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SELENIUM 12 [hp_X]/mL, SELENIUM DIOXIDE 8 [hp_X]/mL, SILVER 12 [hp_X]/mL, STILLINGIA SYLVATICA ROOT 3 [hp_X]/mL, STRONTIUM CARBONATE 12 [hp_X]/mL, STRYCHNOS NUX-VOMICA SEED 12 [hp_X]/mL, TANTALUM 30 [hp_C]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, THYROID 6 [hp_X]/mL, TIN 12 [hp_X]/mL, TRIFOLIUM PRATENSE FLOWER 3 [hp_X]/mL, URANYL NITRATE HEXAHYDRATE 12 [hp_X]/mL, VANADIUM 12 [hp_X]/mL, YTTERBIUM OXIDE 12 [hp_X]/mL, ZINC 12 [hp_X]/mL",ORAL,"BioActive Nutritional, Inc."
47335086008,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086018,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086083,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086088,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47781041460,Hydrocodone Bitartrate,HYDROCODONE BITARTRATE 50 mg/1,ORAL,Alvogen Inc.
47781042347,Fentanyl system,FENTANYL 12.5 ug/1,TRANSDERMAL,ALVOGEN
50090461101,ACETAMINOPHEN AND CODEINE PHOSPHATE,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,A-S Medication Solutions
50090764500,Spiriva HandiHaler,TIOTROPIUM BROMIDE MONOHYDRATE 18 ug/1,"ORAL, RESPIRATORY (INHALATION)",A-S Medication Solutions
50268014515,Buprenorphine HCl and Naloxone HCl,"BUPRENORPHINE HYDROCHLORIDE 8 mg/1, NALOXONE HYDROCHLORIDE DIHYDRATE 2 mg/1",SUBLINGUAL,AvPAK
50268064615,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,AvPAK
50742037504,Buprenorphine,BUPRENORPHINE 15 ug/h,TRANSDERMAL,"INGENUS PHARMACEUTICALS, LLC"
50742054905,FENTANYL,FENTANYL 12 ug/h,TRANSDERMAL,"INGENUS PHARMACEUTICALS, LLC"
50742055405,FENTANYL,FENTANYL 75 ug/h,TRANSDERMAL,"INGENUS PHARMACEUTICALS, LLC"
51662141801,NALBUPHINE HCI,NALBUPHINE HYDROCHLORIDE 20 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","HF Acquisition Co LLC, DBA HealthFirst"
58284022801,BRIXADI,BUPRENORPHINE 128 mg/.36mL,SUBCUTANEOUS,Braeburn Inc.
58284026401,BRIXADI,BUPRENORPHINE 64 mg/.18mL,SUBCUTANEOUS,Braeburn Inc.
58284029601,BRIXADI,BUPRENORPHINE 96 mg/.27mL,SUBCUTANEOUS,Braeburn Inc.
58657050004,Codeine-Guaifenesin,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,"Method Pharmaceuticals, LLC"
58657050016,Codeine-Guaifenesin,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,"Method Pharmaceuticals, LLC"
59011075004,Butrans,BUPRENORPHINE 5 ug/h,TRANSDERMAL,Purdue Pharma LP
60429058801,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Golden State Medical Supply, Inc."
60429058805,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Golden State Medical Supply, Inc."
00228315603,Buprenorphine,BUPRENORPHINE HYDROCHLORIDE 2 mg/1,SUBLINGUAL,"Actavis Pharma, Inc."
00245041001,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Upsher-Smith Laboratories, LLC"
00245041011,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Upsher-Smith Laboratories, LLC"
00245041050,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Upsher-Smith Laboratories, LLC"
60505701002,FENTANYL,FENTANYL 12 ug/h,TRANSDERMAL,Apotex Corp.
60687057901,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,American Health Packaging
60687064201,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,American Health Packaging
60760089830,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,ST. MARY'S MEDICAL PARK PHARMACY
60760089860,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,ST. MARY'S MEDICAL PARK PHARMACY
60760092220,Tramadol Hydrochloride and Acetaminophen,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,St. Mary's Medical Park Pharmacy
60760096430,Oxycodone Hydrochloride and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,ST. MARY'S MEDICAL PARK PHARMACY
60760096460,Oxycodone Hydrochloride and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,ST. MARY'S MEDICAL PARK PHARMACY
62175045832,Buprenorphine and Naloxone,"BUPRENORPHINE 8 mg/1, NALOXONE 2 mg/1",SUBLINGUAL,"Lannett Company, Inc."
62756045964,Buprenorphine,BUPRENORPHINE HYDROCHLORIDE 2 mg/1,SUBLINGUAL,"Sun Pharmaceutical Industries, Inc."
62756045983,Buprenorphine,BUPRENORPHINE HYDROCHLORIDE 2 mg/1,SUBLINGUAL,"Sun Pharmaceutical Industries, Inc."
63187011215,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Proficient Rx LP
63187011220,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Proficient Rx LP
63187011230,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Proficient Rx LP
63187011260,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Proficient Rx LP
63187071912,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Proficient Rx LP
63187071915,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Proficient Rx LP
63187071920,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Proficient Rx LP
63187071930,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Proficient Rx LP
63187071960,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Proficient Rx LP
63323045101,Morphine Sulfate,MORPHINE SULFATE 10 mg/mL,"INTRAMUSCULAR, INTRAVENOUS","Fresenius Kabi USA, LLC"
63481062970,PERCOCET,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Endo USA, Inc."
63629191201,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,Bryant Ranch Prepack
63629194001,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,Bryant Ranch Prepack
63629229801,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 10 mg/1",ORAL,Bryant Ranch Prepack
