drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
B03A,N02A,N05B,1709,52,1657,0.030427150380339378,0.001062306274524389,0.008071851763973055,True,IRON PREPARATIONS,OPIOIDS,ANXIOLYTICS
A02B,C03A,G04B,493,15,478,0.030425963488843813,0.10099118836330888,0.2796866508128226,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"LOW-CEILING DIURETICS, THIAZIDES",UROLOGICALS
C03C,N06A,R03D,1479,45,1434,0.030425963488843813,0.002431414916358039,0.015898347703628374,True,HIGH-CEILING DIURETICS,ANTIDEPRESSANTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C07A,H02A,N02A,7724,235,7489,0.030424650440186433,1.005474360473338e-12,6.658753952234682e-11,True,BETA BLOCKING AGENTS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A02B,D07A,N05A,756,23,733,0.03042328042328042,0.03561004714371369,0.12988780018409304,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"CORTICOSTEROIDS, PLAIN",ANTIPSYCHOTICS
C02C,N02B,N05C,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OTHER ANALGESICS AND ANTIPYRETICS,HYPNOTICS AND SEDATIVES
C01D,C03D,N02B,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,VASODILATORS USED IN CARDIAC DISEASES,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OTHER ANALGESICS AND ANTIPYRETICS
B05X,C03A,N05C,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,I.V. SOLUTION ADDITIVES,"LOW-CEILING DIURETICS, THIAZIDES",HYPNOTICS AND SEDATIVES
J01E,L04A,N06A,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,SULFONAMIDES AND TRIMETHOPRIM,IMMUNOSUPPRESSANTS,ANTIDEPRESSANTS
A06A,A11C,H02A,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,DRUGS FOR CONSTIPATION,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
C10A,D06A,R06A,263,8,255,0.030418250950570342,0.27477082640659906,0.5467039107321986,False,"LIPID MODIFYING AGENTS, PLAIN",ANTIBIOTICS FOR TOPICAL USE,ANTIHISTAMINES FOR SYSTEMIC USE
J01X,M01A,N05B,296,9,287,0.030405405405405407,0.23657673244927468,0.49707853599692936,False,OTHER ANTIBACTERIALS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ANXIOLYTICS
M04A,N03A,R03A,296,9,287,0.030405405405405407,0.23657673244927468,0.49707853599692936,False,ANTIGOUT PREPARATIONS,ANTIEPILEPTICS,"ADRENERGICS, INHALANTS"
C03D,N05B,R03A,592,18,574,0.030405405405405407,0.06819535172403196,0.21153335681142932,False,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,ANXIOLYTICS,"ADRENERGICS, INHALANTS"
C10A,D04A,N05B,296,9,287,0.030405405405405407,0.23657673244927468,0.49707853599692936,False,"LIPID MODIFYING AGENTS, PLAIN","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",ANXIOLYTICS
D01A,H02A,R03A,592,18,574,0.030405405405405407,0.06819535172403196,0.21153335681142932,False,ANTIFUNGALS FOR TOPICAL USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","ADRENERGICS, INHALANTS"
D06A,J01D,M01A,296,9,287,0.030405405405405407,0.23657673244927468,0.49707853599692936,False,ANTIBIOTICS FOR TOPICAL USE,OTHER BETA-LACTAM ANTIBACTERIALS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
M03B,N04B,R03A,921,28,893,0.03040173724212812,0.019231681213269347,0.08188824357476472,False,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",DOPAMINERGIC AGENTS,"ADRENERGICS, INHALANTS"
C10A,J01A,N02B,954,29,925,0.03039832285115304,0.01702890156503196,0.07466924932053741,False,"LIPID MODIFYING AGENTS, PLAIN",TETRACYCLINES,OTHER ANALGESICS AND ANTIPYRETICS
C09D,N01B,N02A,329,10,319,0.030395136778115502,0.20449300302038126,0.4516535403864429,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS","ANESTHETICS, LOCAL",OPIOIDS
M04A,N01B,N02A,329,10,319,0.030395136778115502,0.20449300302038126,0.4516535403864429,False,ANTIGOUT PREPARATIONS,"ANESTHETICS, LOCAL",OPIOIDS
A11C,C07A,R05D,329,10,319,0.030395136778115502,0.20449300302038126,0.4516535403864429,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",BETA BLOCKING AGENTS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
A10A,B03B,C03C,329,10,319,0.030395136778115502,0.20449300302038126,0.4516535403864429,False,INSULINS AND ANALOGUES,VITAMIN B12 AND FOLIC ACID,HIGH-CEILING DIURETICS
C08C,N06A,R06A,2336,71,2265,0.030393835616438356,0.00012077777263235076,0.001341468845715292,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ANTIDEPRESSANTS,ANTIHISTAMINES FOR SYSTEMIC USE
D06A,J01M,N02A,362,11,351,0.03038674033149171,0.17733181458809139,0.413073196829935,False,ANTIBIOTICS FOR TOPICAL USE,QUINOLONE ANTIBACTERIALS,OPIOIDS
B01A,D07A,N02B,757,23,734,0.03038309114927345,0.036182621095587265,0.13158273379486138,False,ANTITHROMBOTIC AGENTS,"CORTICOSTEROIDS, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS
C03C,C10A,J01F,757,23,734,0.03038309114927345,0.036182621095587265,0.13158273379486138,False,HIGH-CEILING DIURETICS,"LIPID MODIFYING AGENTS, PLAIN","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS"
C07A,C10A,H02A,3917,119,3798,0.030380393158029102,5.262895598124219e-07,1.171547095750509e-05,True,BETA BLOCKING AGENTS,"LIPID MODIFYING AGENTS, PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
A06A,C07A,R03D,395,12,383,0.030379746835443037,0.15419473948173854,0.37525205777411613,False,DRUGS FOR CONSTIPATION,BETA BLOCKING AGENTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A02B,C03C,N05B,3259,99,3160,0.030377416385394294,5.06798227379869e-06,8.517103913270566e-05,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),HIGH-CEILING DIURETICS,ANXIOLYTICS
M03B,N05B,R03D,1679,51,1628,0.030375223347230494,0.0012487332998303055,0.009191787457451835,True,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANXIOLYTICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C01D,C02A,C07A,428,13,415,0.030373831775700934,0.13438548695641492,0.3404946484433698,False,VASODILATORS USED IN CARDIAC DISEASES,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",BETA BLOCKING AGENTS
C09C,J01C,R03A,428,13,415,0.030373831775700934,0.13438548695641492,0.3404946484433698,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ADRENERGICS, INHALANTS"
A02B,A11C,J01M,428,13,415,0.030373831775700934,0.13438548695641492,0.3404946484433698,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",QUINOLONE ANTIBACTERIALS
C07A,N05A,N05C,889,27,862,0.030371203599550055,0.022075449514873217,0.09070625251126926,False,BETA BLOCKING AGENTS,ANTIPSYCHOTICS,HYPNOTICS AND SEDATIVES
C07A,M03B,N05B,4182,127,4055,0.030368244858919178,2.1914835414673333e-07,5.301588951001795e-06,True,BETA BLOCKING AGENTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANXIOLYTICS
B05X,N06A,R06A,1515,46,1469,0.030363036303630363,0.0022661700315860503,0.014993654483100713,True,I.V. SOLUTION ADDITIVES,ANTIDEPRESSANTS,ANTIHISTAMINES FOR SYSTEMIC USE
C02D,N02B,R03B,527,16,511,0.030360531309297913,0.08994011408077332,0.2570576349035956,False,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OTHER ANALGESICS AND ANTIPYRETICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
N01B,N05B,N05C,527,16,511,0.030360531309297913,0.08994011408077332,0.2570576349035956,False,"ANESTHETICS, LOCAL",ANXIOLYTICS,HYPNOTICS AND SEDATIVES
A02B,N02A,N07B,3854,117,3737,0.03035806953814219,6.879931167505823e-07,1.4892696762184208e-05,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
A10B,C01D,C08C,626,19,607,0.03035143769968051,0.06094177127877064,0.19496950738824084,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",VASODILATORS USED IN CARDIAC DISEASES,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
A06A,C09A,R06A,626,19,607,0.03035143769968051,0.06094177127877064,0.19496950738824084,False,DRUGS FOR CONSTIPATION,"ACE INHIBITORS, PLAIN",ANTIHISTAMINES FOR SYSTEMIC USE
B01A,N03A,R06A,626,19,607,0.03035143769968051,0.06094177127877064,0.19496950738824084,False,ANTITHROMBOTIC AGENTS,ANTIEPILEPTICS,ANTIHISTAMINES FOR SYSTEMIC USE
B05X,C03D,R03A,626,19,607,0.03035143769968051,0.06094177127877064,0.19496950738824084,False,I.V. SOLUTION ADDITIVES,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,"ADRENERGICS, INHALANTS"
C03C,C10A,N05A,1318,40,1278,0.030349013657056147,0.004648382945923493,0.026452344626748298,True,HIGH-CEILING DIURETICS,"LIPID MODIFYING AGENTS, PLAIN",ANTIPSYCHOTICS
H02A,M03B,N03A,1483,45,1438,0.030343897505057317,0.0025859825004326178,0.01670287752184335,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANTIEPILEPTICS
J01M,N02A,R01A,1648,50,1598,0.03033980582524272,0.0014456098699352788,0.010335817936460334,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A10B,A11C,C03C,890,27,863,0.030337078651685393,0.02242553965606171,0.09170288715951017,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",HIGH-CEILING DIURETICS
B01A,N06A,R03D,1121,34,1087,0.030330062444246207,0.009620821547247924,0.04756986706236071,True,ANTITHROMBOTIC AGENTS,ANTIDEPRESSANTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A02B,N04B,N06A,2374,72,2302,0.030328559393428812,0.00011628976387835271,0.0013004228768919658,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DOPAMINERGIC AGENTS,ANTIDEPRESSANTS
C09A,J01D,N02A,2407,73,2334,0.030328209389281262,0.0001038154690278586,0.0011821909831479741,True,"ACE INHIBITORS, PLAIN",OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
D07A,J01C,M01A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,"CORTICOSTEROIDS, PLAIN","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
D06A,J01E,N02A,924,28,896,0.030303030303030304,0.020159222895051565,0.08484890796264802,False,ANTIBIOTICS FOR TOPICAL USE,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
C03A,C08C,J01M,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,"LOW-CEILING DIURETICS, THIAZIDES",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,QUINOLONE ANTIBACTERIALS
J01F,N07B,R03A,429,13,416,0.030303030303030304,0.1366146244888073,0.3444131718019039,False,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",DRUGS USED IN ADDICTIVE DISORDERS,"ADRENERGICS, INHALANTS"
A03A,C09A,R06A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"ACE INHIBITORS, PLAIN",ANTIHISTAMINES FOR SYSTEMIC USE
B01A,C01E,C03C,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,ANTITHROMBOTIC AGENTS,OTHER CARDIAC PREPARATIONS,HIGH-CEILING DIURETICS
A10A,A11C,N02B,1353,41,1312,0.030303030303030304,0.004261181871931022,0.02481532460290251,True,INSULINS AND ANALOGUES,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OTHER ANALGESICS AND ANTIPYRETICS
A02B,C01D,N07B,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),VASODILATORS USED IN CARDIAC DISEASES,DRUGS USED IN ADDICTIVE DISORDERS
C03D,L04A,N02A,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,IMMUNOSUPPRESSANTS,OPIOIDS
M04A,N02B,R03D,363,11,352,0.030303030303030304,0.18031035119015967,0.4180941150073847,False,ANTIGOUT PREPARATIONS,OTHER ANALGESICS AND ANTIPYRETICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C08C,C10A,L04A,495,15,480,0.030303030303030304,0.10434365600519172,0.28598690611252237,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"LIPID MODIFYING AGENTS, PLAIN",IMMUNOSUPPRESSANTS
A10A,C07A,J01A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,INSULINS AND ANALOGUES,BETA BLOCKING AGENTS,TETRACYCLINES
A03A,C03C,N06A,396,12,384,0.030303030303030304,0.15676773695867727,0.3795090109239535,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,HIGH-CEILING DIURETICS,ANTIDEPRESSANTS
A11C,N02C,N05B,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTIMIGRAINE PREPARATIONS,ANXIOLYTICS
C09A,L01B,N02B,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,"ACE INHIBITORS, PLAIN",ANTIMETABOLITES,OTHER ANALGESICS AND ANTIPYRETICS
B01A,J01E,R03A,297,9,288,0.030303030303030304,0.24061155909120266,0.5026160828251125,False,ANTITHROMBOTIC AGENTS,SULFONAMIDES AND TRIMETHOPRIM,"ADRENERGICS, INHALANTS"
C03D,N02A,N05B,1716,52,1664,0.030303030303030304,0.0011823378104011055,0.008788705839210733,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS,ANXIOLYTICS
A02B,A11D,N02A,363,11,352,0.030303030303030304,0.18031035119015967,0.4180941150073847,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",OPIOIDS
A10B,D04A,M03B,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
H02A,M04A,R03B,462,14,448,0.030303030303030304,0.11928997677119484,0.31395841874505226,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",ANTIGOUT PREPARATIONS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A11C,D01A,M03B,330,10,320,0.030303030303030304,0.2079527241092479,0.45695726300770523,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTIFUNGALS FOR TOPICAL USE,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
A11C,B03A,N02B,693,21,672,0.030303030303030304,0.04801310182479874,0.16187864806466476,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",IRON PREPARATIONS,OTHER ANALGESICS AND ANTIPYRETICS
C01B,C09A,N02A,726,22,704,0.030303030303030304,0.0423306052269052,0.14788496306768464,False,"ANTIARRHYTHMICS, CLASS I AND III","ACE INHIBITORS, PLAIN",OPIOIDS
B03B,G03C,N06A,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,VITAMIN B12 AND FOLIC ACID,ESTROGENS,ANTIDEPRESSANTS
A06A,D01A,D07A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,DRUGS FOR CONSTIPATION,ANTIFUNGALS FOR TOPICAL USE,"CORTICOSTEROIDS, PLAIN"
A04A,C09A,M03B,627,19,608,0.030303030303030304,0.0619260481663535,0.19713636964719294,False,ANTIEMETICS AND ANTINAUSEANTS,"ACE INHIBITORS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
C10A,H03A,J01A,396,12,384,0.030303030303030304,0.15676773695867727,0.3795090109239535,False,"LIPID MODIFYING AGENTS, PLAIN",THYROID PREPARATIONS,TETRACYCLINES
C09A,H02A,M01A,1650,50,1600,0.030303030303030304,0.0014903724914016102,0.01060932947187871,True,"ACE INHIBITORS, PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
N02A,P01A,R01A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C01E,N02A,N05B,363,11,352,0.030303030303030304,0.18031035119015967,0.4180941150073847,False,OTHER CARDIAC PREPARATIONS,OPIOIDS,ANXIOLYTICS
A06A,C03C,C09C,330,10,320,0.030303030303030304,0.2079527241092479,0.45695726300770523,False,DRUGS FOR CONSTIPATION,HIGH-CEILING DIURETICS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN"
A11C,D07A,M03B,462,14,448,0.030303030303030304,0.11928997677119484,0.31395841874505226,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","CORTICOSTEROIDS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
N02A,N03A,P01A,363,11,352,0.030303030303030304,0.18031035119015967,0.4180941150073847,False,OPIOIDS,ANTIEPILEPTICS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
C02C,R03A,R06A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","ADRENERGICS, INHALANTS",ANTIHISTAMINES FOR SYSTEMIC USE
N02C,N03A,N06B,297,9,288,0.030303030303030304,0.24061155909120266,0.5026160828251125,False,ANTIMIGRAINE PREPARATIONS,ANTIEPILEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
A02B,J01E,N03A,495,15,480,0.030303030303030304,0.10434365600519172,0.28598690611252237,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),SULFONAMIDES AND TRIMETHOPRIM,ANTIEPILEPTICS
C09B,C10A,H02A,528,16,512,0.030303030303030304,0.0914098535206182,0.2601957845277288,False,"ACE INHIBITORS, COMBINATIONS","LIPID MODIFYING AGENTS, PLAIN","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
B03B,H02A,N02B,957,29,928,0.030303030303030304,0.017848511449458725,0.07733503468348585,False,VITAMIN B12 AND FOLIC ACID,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS
N01B,N03A,N05A,231,7,224,0.030303030303030304,0.3262693231196983,0.6079573987120942,False,"ANESTHETICS, LOCAL",ANTIEPILEPTICS,ANTIPSYCHOTICS
A03B,M03B,N02A,330,10,320,0.030303030303030304,0.2079527241092479,0.45695726300770523,False,"BELLADONNA AND DERIVATIVES, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
C03D,H03A,M03B,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,THYROID PREPARATIONS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
A03F,N02B,R06A,330,10,320,0.030303030303030304,0.2079527241092479,0.45695726300770523,False,PROPULSIVES,OTHER ANALGESICS AND ANTIPYRETICS,ANTIHISTAMINES FOR SYSTEMIC USE
C01B,N02A,R01A,264,8,256,0.030303030303030304,0.2794991234981185,0.5524806851200567,False,"ANTIARRHYTHMICS, CLASS I AND III",OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
M01A,N01B,R03D,297,9,288,0.030303030303030304,0.24061155909120266,0.5026160828251125,False,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANESTHETICS, LOCAL",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
B01A,M03B,N02B,3136,95,3041,0.030293367346938774,9.082657240990766e-06,0.00014226139855955382,True,ANTITHROMBOTIC AGENTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OTHER ANALGESICS AND ANTIPYRETICS
A02B,G04C,N06A,2443,74,2369,0.03029062627916496,9.696278281519642e-05,0.0011137318663521098,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,ANTIDEPRESSANTS
N06A,R03D,R06A,2311,70,2241,0.03028991778450887,0.0001526935856725954,0.00162199622434769,True,ANTIDEPRESSANTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ANTIHISTAMINES FOR SYSTEMIC USE
A02B,M03B,N04B,1288,39,1249,0.030279503105590064,0.00547757506224343,0.030197911217237975,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",DOPAMINERGIC AGENTS
A10B,G04C,N06A,1189,36,1153,0.030277544154751892,0.007817052309003616,0.04029651484612129,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,ANTIDEPRESSANTS
M01A,N02A,N05A,8424,255,8169,0.03027065527065527,1.9927285789493082e-13,1.492222757777164e-11,True,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS,ANTIPSYCHOTICS
A10B,H02A,R03D,925,28,897,0.03027027027027027,0.020476195582254386,0.08575389003837898,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
B05X,C03C,C07A,5286,160,5126,0.03026863412788498,7.01029856142281e-09,2.431460672891525e-07,True,I.V. SOLUTION ADDITIVES,HIGH-CEILING DIURETICS,BETA BLOCKING AGENTS
C03C,C07A,N02B,5981,181,5800,0.030262497910048487,7.049249359696576e-10,2.946502809283823e-08,True,HIGH-CEILING DIURETICS,BETA BLOCKING AGENTS,OTHER ANALGESICS AND ANTIPYRETICS
D07A,M03B,N05B,1223,37,1186,0.03025347506132461,0.0070486380476134985,0.03711292111606388,True,"CORTICOSTEROIDS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANXIOLYTICS
A02B,N05B,R06A,4859,147,4712,0.030253138505865404,3.0541810849874685e-08,9.077728689067943e-07,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANXIOLYTICS,ANTIHISTAMINES FOR SYSTEMIC USE
A02B,B01A,J01F,595,18,577,0.030252100840336135,0.07156566330975332,0.21938659581372663,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTITHROMBOTIC AGENTS,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS"
A02B,A06A,H03A,1190,36,1154,0.030252100840336135,0.007938143969222173,0.04074234608761353,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR CONSTIPATION,THYROID PREPARATIONS
J01M,N05B,R03A,1157,35,1122,0.03025064822817632,0.008942579706418383,0.0448334869028669,True,QUINOLONE ANTIBACTERIALS,ANXIOLYTICS,"ADRENERGICS, INHALANTS"
C07A,J01M,M03B,562,17,545,0.030249110320284697,0.08148645349196271,0.2400752012236443,False,BETA BLOCKING AGENTS,QUINOLONE ANTIBACTERIALS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
A10B,C01D,N02B,1124,34,1090,0.030249110320284697,0.010077294527428208,0.049366164037276596,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",VASODILATORS USED IN CARDIAC DISEASES,OTHER ANALGESICS AND ANTIPYRETICS
C09A,M01A,N04B,529,16,513,0.030245746691871456,0.09289570883877264,0.2631617925157783,False,"ACE INHIBITORS, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",DOPAMINERGIC AGENTS
A10A,C09C,R06A,529,16,513,0.030245746691871456,0.09289570883877264,0.2631617925157783,False,INSULINS AND ANALOGUES,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",ANTIHISTAMINES FOR SYSTEMIC USE
B03B,M01A,N06A,1554,47,1507,0.030244530244530245,0.0022103530865230127,0.014693162675531897,True,VITAMIN B12 AND FOLIC ACID,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ANTIDEPRESSANTS
A02B,B01A,C08D,1025,31,994,0.03024390243902439,0.014450822282681708,0.06560450424477095,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTITHROMBOTIC AGENTS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
